"Survey","Reef","Site","Transect","Length_mm","Genus","Species","Number","Comment","Video","T_ID","Date","Lat","Long","Depth","Temperature","Habitat","Aspect","Benthic_Complexity","Species_name","Biomass Constant A","Biomass Constant B","Max Length (cm)","Trophic Group","Trophic Level","Family","Functional Group"
"Feb_21","Bougainville","BVille_1","T8",121.128,"Chromis","xanthochira",4,NA,"Stereo","Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Chromis xanthochira",0.01778,2.99,14,"planktivore",2.72,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T8",115.634,"Forcipiger","flavissimus",1,NA,"Stereo","Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38,"Chaetodontidae","Benthic invertivore"
"Feb_21","Bougainville","BVille_1","T8",392.482,"Lutjanus","bohar",1,NA,"Stereo","Feb_21_BVille_1_T8",2021-02-22,-15.48724,147.09035,57.2,28,"outer_reef","steep_slope",5,"Lutjanus bohar",0.013464,3.055209,90,"piscivore",4.27,"Lutjanidae","Piscivore"
"Feb_21","Bougainville","BVille_1","T9",92.221,"Genicanthus","melanospilos",4,NA,"Stereo","Feb_21_BVille_1_T9",2021-02-22,-15.48724,147.09035,57.4,28,"outer_reef","steep_slope",5,"Genicanthus melanospilos",0.0302,2.89,18,"planktivore",3.4,"Pomacanthidae","Omnivore"
"Feb_21","Bougainville","BVille_1","T9",135.386,"Forcipiger","flavissimus",3,NA,"Stereo","Feb_21_BVille_1_T9",2021-02-22,-15.48724,147.09035,57.4,28,"outer_reef","steep_slope",5,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38,"Chaetodontidae","Benthic invertivore"
"Feb_21","Bougainville","BVille_1","T9",49.569,"Chromis","iomelas",12,NA,"Stereo","Feb_21_BVille_1_T9",2021-02-22,-15.48724,147.09035,57.4,28,"outer_reef","steep_slope",5,"Chromis iomelas",0.01221,3.094234,8,"planktivore",2.69,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T9",79.638,"Chromis","alpha",6,NA,"Stereo","Feb_21_BVille_1_T9",2021-02-22,-15.48724,147.09035,57.4,28,"outer_reef","steep_slope",5,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T9",38.997,"Chromis","amboinensis",8,NA,"Stereo","Feb_21_BVille_1_T9",2021-02-22,-15.48724,147.09035,57.4,28,"outer_reef","steep_slope",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T9",123.473,"Acanthochromis","polyacanthus",8,NA,"Stereo","Feb_21_BVille_1_T9",2021-02-22,-15.48724,147.09035,57.4,28,"outer_reef","steep_slope",5,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T9",60.12,"Chromis","amboinensis",10,NA,"Stereo","Feb_21_BVille_1_T9",2021-02-22,-15.48724,147.09035,57.4,28,"outer_reef","steep_slope",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T9",147.01,"Gomphosus","varius",1,NA,"Stereo","Feb_21_BVille_1_T9",2021-02-22,-15.48724,147.09035,57.4,28,"outer_reef","steep_slope",5,"Gomphosus varius",0.01838,2.70269,30,"invertivore-mobile",3.68,"Labridae","Benthic invertivore"
"Feb_21","Bougainville","BVille_1","T9",107.617,"Forcipiger","flavissimus",1,NA,"Stereo","Feb_21_BVille_1_T9",2021-02-22,-15.48724,147.09035,57.4,28,"outer_reef","steep_slope",5,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38,"Chaetodontidae","Benthic invertivore"
"Feb_21","Bougainville","BVille_1","T9",62.412,"Chrysiptera","starcki",4,NA,"Stereo","Feb_21_BVille_1_T9",2021-02-22,-15.48724,147.09035,57.4,28,"outer_reef","steep_slope",5,"Chrysiptera starcki",0.01479,2.98,7,"planktivore",2.76,"Pomacentridae","Omnivore"
"Feb_21","Bougainville","BVille_1","T9",94.813,"Chromis","alpha",9,NA,"Stereo","Feb_21_BVille_1_T9",2021-02-22,-15.48724,147.09035,57.4,28,"outer_reef","steep_slope",5,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T9",171.34,"Acanthurus","thompsoni",4,NA,"Stereo","Feb_21_BVille_1_T9",2021-02-22,-15.48724,147.09035,57.4,28,"outer_reef","steep_slope",5,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64,"Acanthuridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T9",101.64,"Pseudanthias","pleurotaenia",3,NA,"Stereo","Feb_21_BVille_1_T9",2021-02-22,-15.48724,147.09035,57.4,28,"outer_reef","steep_slope",5,"Pseudanthias pleurotaenia",0.00933,2.97,20,"planktivore",3.4,"Serranidae","Planktivore"
"Feb_21","Bougainville","BVille_1","T9",60.236,"Chromis","amboinensis",12,NA,"Stereo","Feb_21_BVille_1_T9",2021-02-22,-15.48724,147.09035,57.4,28,"outer_reef","steep_slope",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T9",145.21,"Chromis","xanthochira",2,NA,"Stereo","Feb_21_BVille_1_T9",2021-02-22,-15.48724,147.09035,57.4,28,"outer_reef","steep_slope",5,"Chromis xanthochira",0.01778,2.99,14,"planktivore",2.72,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T10",132.662,"Bodianus","anthioides",1,NA,"Stereo","Feb_21_BVille_1_T10",2021-02-22,-15.48724,147.09035,54.7,28,"outer_reef","steep_slope",5,"Bodianus anthioides",0.01202,3.06,24,"invertivore-mobile",3.44,"Labridae","Benthic invertivore"
"Feb_21","Bougainville","BVille_1","T10",105.035,"Chromis","weberi",1,NA,"Stereo","Feb_21_BVille_1_T10",2021-02-22,-15.48724,147.09035,54.7,28,"outer_reef","steep_slope",5,"Chromis weberi",0.01778,2.99,13.5,"planktivore",3.4,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T10",62.501,"Chromis","amboinensis",8,NA,"Stereo","Feb_21_BVille_1_T10",2021-02-22,-15.48724,147.09035,54.7,28,"outer_reef","steep_slope",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T10",133.827,"Bodianus","anthioides",1,NA,"Stereo","Feb_21_BVille_1_T10",2021-02-22,-15.48724,147.09035,54.7,28,"outer_reef","steep_slope",5,"Bodianus anthioides",0.01202,3.06,24,"invertivore-mobile",3.44,"Labridae","Benthic invertivore"
"Feb_21","Bougainville","BVille_1","T10",169.465,"Cephalopholis","leopardus",1,NA,"Stereo","Feb_21_BVille_1_T10",2021-02-22,-15.48724,147.09035,54.7,28,"outer_reef","steep_slope",5,"Cephalopholis leopardus",0.01259,3.05,24,"piscivore",4.01,"Serranidae","Piscivore"
"Feb_21","Bougainville","BVille_1","T10",130.777,"Genicanthus","melanospilos",1,NA,"Stereo","Feb_21_BVille_1_T10",2021-02-22,-15.48724,147.09035,54.7,28,"outer_reef","steep_slope",5,"Genicanthus melanospilos",0.0302,2.89,18,"planktivore",3.4,"Pomacanthidae","Omnivore"
"Feb_21","Bougainville","BVille_1","T10",77.127,"Chromis","amboinensis",12,NA,"Stereo","Feb_21_BVille_1_T10",2021-02-22,-15.48724,147.09035,54.7,28,"outer_reef","steep_slope",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T10",115.627,"Acanthochromis","polyacanthus",4,NA,"Stereo","Feb_21_BVille_1_T10",2021-02-22,-15.48724,147.09035,54.7,28,"outer_reef","steep_slope",5,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T10",163.41,"Cephalopholis","leopardus",1,NA,"Stereo","Feb_21_BVille_1_T10",2021-02-22,-15.48724,147.09035,54.7,28,"outer_reef","steep_slope",5,"Cephalopholis leopardus",0.01259,3.05,24,"piscivore",4.01,"Serranidae","Piscivore"
"Feb_21","Bougainville","BVille_1","T10",214.535,"Acanthurus","thompsoni",8,NA,"Stereo","Feb_21_BVille_1_T10",2021-02-22,-15.48724,147.09035,54.7,28,"outer_reef","steep_slope",5,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64,"Acanthuridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T10",128.641,"Chromis","xanthochira",3,NA,"Stereo","Feb_21_BVille_1_T10",2021-02-22,-15.48724,147.09035,54.7,28,"outer_reef","steep_slope",5,"Chromis xanthochira",0.01778,2.99,14,"planktivore",2.72,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T11",2855.42,"Carcharhinus","albimarginatus",1,NA,"Stereo","Feb_21_BVille_1_T11",2021-02-22,-15.48724,147.09035,47.4,28,"outer_reef","wall",5,"Carcharhinus albimarginatus",0.00437,3.1,300,"piscivore",4.48,"Carcharhinidae","Piscivore"
"Feb_21","Bougainville","BVille_1","T11",97.139,"Chaetodon","plebeius",1,NA,"Stereo","Feb_21_BVille_1_T11",2021-02-22,-15.48724,147.09035,47.4,28,"outer_reef","wall",5,"Chaetodon plebeius",0.071506,2.564913,15,"invertivore-sessile",3.34,"Chaetodontidae","Corallivore"
"Feb_21","Bougainville","BVille_1","T11",196.391,"Cheilinus","fasciatus",1,NA,"Stereo","Feb_21_BVille_1_T11",2021-02-22,-15.48724,147.09035,47.4,28,"outer_reef","wall",5,"Cheilinus fasciatus",0.01995,3,40,"invertivore-mobile",3.37,"Labridae","Benthic invertivore"
"Feb_21","Bougainville","BVille_1","T11",53.205,"Acanthochromis","polyacanthus",8,NA,"Stereo","Feb_21_BVille_1_T11",2021-02-22,-15.48724,147.09035,47.4,28,"outer_reef","wall",5,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T11",122.966,"Acanthurus","thompsoni",6,NA,"Stereo","Feb_21_BVille_1_T11",2021-02-22,-15.48724,147.09035,47.4,28,"outer_reef","wall",5,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64,"Acanthuridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T11",50.972,"Chromis","amboinensis",8,NA,"Stereo","Feb_21_BVille_1_T11",2021-02-22,-15.48724,147.09035,47.4,28,"outer_reef","wall",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T11",268.999,"Acanthurus","thompsoni",6,NA,"Stereo","Feb_21_BVille_1_T11",2021-02-22,-15.48724,147.09035,47.4,28,"outer_reef","wall",5,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64,"Acanthuridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T11",173.597,"Acanthurus","thompsoni",8,NA,"Stereo","Feb_21_BVille_1_T11",2021-02-22,-15.48724,147.09035,47.4,28,"outer_reef","wall",5,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64,"Acanthuridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T11",57.992,"Chromis","iomelas",8,NA,"Stereo","Feb_21_BVille_1_T11",2021-02-22,-15.48724,147.09035,47.4,28,"outer_reef","wall",5,"Chromis iomelas",0.01221,3.094234,8,"planktivore",2.69,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T11",68.548,"Chromis","amboinensis",16,NA,"Stereo","Feb_21_BVille_1_T11",2021-02-22,-15.48724,147.09035,47.4,28,"outer_reef","wall",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T11",176.961,"Oxycheilinus","digramma",1,NA,"Stereo","Feb_21_BVille_1_T11",2021-02-22,-15.48724,147.09035,47.4,28,"outer_reef","wall",5,"Oxycheilinus digramma",0.0389,2.847,40,"piscivore",3.7,"Labridae","Carnivore"
"Feb_21","Bougainville","BVille_1","T11",47.238,"Chromis","iomelas",5,NA,"Stereo","Feb_21_BVille_1_T11",2021-02-22,-15.48724,147.09035,47.4,28,"outer_reef","wall",5,"Chromis iomelas",0.01221,3.094234,8,"planktivore",2.69,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T11",92.526,"Pseudanthias","tuka",1,NA,"Stereo","Feb_21_BVille_1_T11",2021-02-22,-15.48724,147.09035,47.4,28,"outer_reef","wall",5,"Pseudanthias tuka",0.00933,2.97,12,"planktivore",3.57,"Serranidae","Planktivore"
"Feb_21","Bougainville","BVille_1","T11",161.512,"Acanthurus","thompsoni",4,NA,"Stereo","Feb_21_BVille_1_T11",2021-02-22,-15.48724,147.09035,47.4,28,"outer_reef","wall",5,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64,"Acanthuridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T12",359.16,"Naso","vlamingii",1,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Naso vlamingii",0.03104,2.843,60,"planktivore",2.16,"Acanthuridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T12",140.542,"Chromis","xanthochira",4,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Chromis xanthochira",0.01778,2.99,14,"planktivore",2.72,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T12",94.785,"Chromis","alpha",2,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T12",82.626,"Chromis","amboinensis",3,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T12",173.231,"Acanthurus","thompsoni",4,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64,"Acanthuridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T12",801.717,"Triaenodon","obesus",1,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Triaenodon obesus",0.001171,3.361543,213,"piscivore",4.36,"Carcharhinidae","Piscivore"
"Feb_21","Bougainville","BVille_1","T12",62.093,"Chromis","iomelas",8,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Chromis iomelas",0.01221,3.094234,8,"planktivore",2.69,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T12",206.772,"Scarus","psittacus",1,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Scarus psittacus",0.022858,2.96259,34,"herbivore-detritivore",2,"Labridae (Scarinae)","Scraper"
"Feb_21","Bougainville","BVille_1","T12",838.497,"Triaenodon","obesus",1,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Triaenodon obesus",0.001171,3.361543,213,"piscivore",4.36,"Carcharhinidae","Piscivore"
"Feb_21","Bougainville","BVille_1","T12",90.007,"Chaetodon","mertensii",1,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Chaetodon mertensii",0.004261,3.800466,12.5,"invertivore-mobile",2.95,"Chaetodontidae","Omnivore"
"Feb_21","Bougainville","BVille_1","T12",229.409,"Lutjanus","kasmira",5,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Lutjanus kasmira",0.009214,3.186953,40,"invertivore-mobile",3.87,"Lutjanidae","Carnivore"
"Feb_21","Bougainville","BVille_1","T12",199.666,"Mulloidichthys","vanicolensis",1,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Mulloidichthys vanicolensis",0.012151,2.961174,38,"invertivore-mobile",3.6,"Mullidae","Benthic invertivore"
"Feb_21","Bougainville","BVille_1","T12",163.908,"Hemitaurichthys","polylepis",6,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Hemitaurichthys polylepis",0.02188,3.02,18,"planktivore",3.4,"Chaetodontidae","Planktivore"
"Feb_21","Bougainville","BVille_1","T12",118.336,"Labroides","bicolor",1,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Labroides bicolor",0.00447,3.14,15,"invertivore-mobile",4.02,"Labridae","Benthic invertivore"
"Feb_21","Bougainville","BVille_1","T12",94.899,"Chaetodon","plebeius",1,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Chaetodon plebeius",0.071506,2.564913,15,"invertivore-sessile",3.34,"Chaetodontidae","Corallivore"
"Feb_21","Bougainville","BVille_1","T12",152.485,"Oxycheilinus","unifasciatus",3,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Oxycheilinus unifasciatus",0.0166,2.95,46,"piscivore",4.06,"Labridae","Carnivore"
"Feb_21","Bougainville","BVille_1","T12",201.628,"Forcipiger","flavissimus",1,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38,"Chaetodontidae","Benthic invertivore"
"Feb_21","Bougainville","BVille_1","T12",340.719,"Macolor","niger",1,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Macolor niger",0.0217,2.97,75,"planktivore",4.01,"Lutjanidae","Planktivore"
"Feb_21","Bougainville","BVille_1","T12",191.871,"Acanthurus","thompsoni",6,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64,"Acanthuridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T12",165.919,"Acanthurus","pyroferus",1,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Acanthurus pyroferus",0.02291,2.96,29,"herbivore-detritivore",2,"Acanthuridae","Grazer"
"Feb_21","Bougainville","BVille_1","T12",126.442,"Chromis","xanthochira",6,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Chromis xanthochira",0.01778,2.99,14,"planktivore",2.72,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T12",104.45,"Acanthochromis","polyacanthus",12,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T12",189.876,"Forcipiger","flavissimus",1,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38,"Chaetodontidae","Benthic invertivore"
"Feb_21","Bougainville","BVille_1","T12",174.535,"Zanclus","cornutus",1,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Zanclus cornutus",0.0147,3.36991,23,"invertivore-mobile",2.49,"Zanclidae","Benthic invertivore"
"Feb_21","Bougainville","BVille_1","T12",91.866,"Chromis","alpha",6,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T12",171.388,"Pterocaesio","tile",6,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Pterocaesio tile",0.013,3.268,30,"planktivore",3.33,"Caesionidae","Planktivore"
"Feb_21","Bougainville","BVille_1","T12",509.729,"Macolor","niger",1,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Macolor niger",0.0217,2.97,75,"planktivore",4.01,"Lutjanidae","Planktivore"
"Feb_21","Bougainville","BVille_1","T12",149.153,"Acanthurus","thompsoni",4,NA,"Stereo","Feb_21_BVille_1_T12",2021-02-22,-15.48724,147.09035,45.5,28.1,"outer_reef","steep_slope",5,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64,"Acanthuridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T13",444.111,"Naso","vlamingii",1,NA,"Stereo","Feb_21_BVille_1_T13",2021-02-22,-15.48724,147.09035,45,28.1,"outer_reef","wall",4,"Naso vlamingii",0.03104,2.843,60,"planktivore",2.16,"Acanthuridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T13",143.153,"Chromis","xanthochira",5,NA,"Stereo","Feb_21_BVille_1_T13",2021-02-22,-15.48724,147.09035,45,28.1,"outer_reef","wall",4,"Chromis xanthochira",0.01778,2.99,14,"planktivore",2.72,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T13",112,"Pseudanthias","pleurotaenia",6,NA,"Stereo","Feb_21_BVille_1_T13",2021-02-22,-15.48724,147.09035,45,28.1,"outer_reef","wall",4,"Pseudanthias pleurotaenia",0.00933,2.97,20,"planktivore",3.4,"Serranidae","Planktivore"
"Feb_21","Bougainville","BVille_1","T13",75.187,"Chromis","amboinensis",12,NA,"Stereo","Feb_21_BVille_1_T13",2021-02-22,-15.48724,147.09035,45,28.1,"outer_reef","wall",4,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T13",32.777,"Chromis","iomelas",4,NA,"Stereo","Feb_21_BVille_1_T13",2021-02-22,-15.48724,147.09035,45,28.1,"outer_reef","wall",4,"Chromis iomelas",0.01221,3.094234,8,"planktivore",2.69,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T13",98.257,"Oxycheilinus","orientalis",1,NA,"Stereo","Feb_21_BVille_1_T13",2021-02-22,-15.48724,147.09035,45,28.1,"outer_reef","wall",4,"Oxycheilinus orientalis",0.0166,2.95,20,"piscivore",3.8,"Labridae","Carnivore"
"Feb_21","Bougainville","BVille_1","T13",117.591,"Pseudanthias","pleurotaenia",3,NA,"Stereo","Feb_21_BVille_1_T13",2021-02-22,-15.48724,147.09035,45,28.1,"outer_reef","wall",4,"Pseudanthias pleurotaenia",0.00933,2.97,20,"planktivore",3.4,"Serranidae","Planktivore"
"Feb_21","Bougainville","BVille_1","T13",90.895,"Pseudanthias","pleurotaenia",3,NA,"Stereo","Feb_21_BVille_1_T13",2021-02-22,-15.48724,147.09035,45,28.1,"outer_reef","wall",4,"Pseudanthias pleurotaenia",0.00933,2.97,20,"planktivore",3.4,"Serranidae","Planktivore"
"Feb_21","Bougainville","BVille_1","T13",67.75,"Chromis","amboinensis",5,NA,"Stereo","Feb_21_BVille_1_T13",2021-02-22,-15.48724,147.09035,45,28.1,"outer_reef","wall",4,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T13",63.371,"Chromis","alpha",8,NA,"Stereo","Feb_21_BVille_1_T13",2021-02-22,-15.48724,147.09035,45,28.1,"outer_reef","wall",4,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3,"Pomacentridae","Planktivore"
"Feb_21","Bougainville","BVille_1","T13",64.444,"Chromis","iomelas",12,NA,"Stereo","Feb_21_BVille_1_T13",2021-02-22,-15.48724,147.09035,45,28.1,"outer_reef","wall",4,"Chromis iomelas",0.01221,3.094234,8,"planktivore",2.69,"Pomacentridae","Planktivore"
